Email_ID,Sender_Email,Subject_Line,Message-Content,Date,Priority,Attachments,Links_Count,Target_Label,Version
c7d32012-7afb-4a86-a750-2646280da154,user766@example.com,Subject 680,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",1775869505,Medium,1,5,Legit,v1.0
ec96c5d1-a4e8-4556-959e-9c92f2f086b3,user716@example.com,Subject 681,"Bonjour, voici les documents demandés.",2025-09-19T20:05:05.318701,Medium,null,10,1,v1.0
7f9f9c41-95eb-4335-8a1f-81285a36d241,user408@example.com,Subject 682,Your account has been suspended. Please login to verify.,2026-04-19T20:05:05.318707,Urgent!,-1,100,Ham,v1.0
3b2da800-943f-43f0-b2de-fd56a39da5b5,user629@example.com,Subject 683,"Hello, we are interested in your profile.",2026-04-20T20:05:05.318711,Low,None,5,Legit,v1.0
22026ce6-856c-4413-984d-eeabfb7804a6,user756@example.com,Subject 684,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",1772589905,N/A,null,0,ham,v1.0
fc819635-8339-45cc-849c-1f87a877a554,user939@example.com,Subject 685,"<div>Free money!!! Just click <b>&nbsp;this link&nbsp;</b></div><br><p>Best regards,</p>",12/06/2025,Low,0,0,spam,v1.0
87b32964-e8ec-4ac9-adba-1d23b50fa989,user820@example.com,Subject 686,Attached is the invoice for last month.,2025-09-18T20:05:05.318726,Medium,1,0,Legit,v1.0
8cff5bdc-eade-498d-97c2-ad29dcb43729,user385@example.com,Subject 687,Meeting at 5pm? Let me know.,22-03-2026,Low,0,1,1,v1.0
fa9d732a-1b9c-433e-ba44-03f1d4438c2e,user893@example.com,Subject 688,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",06-12-2025,N/A,-1,0,Legit,v1.0
1127dcda-1f0c-499c-b1ed-79b05a02c490,user907@example.com,Subject 689,How have you been? It has been a long time.,2026-03-17T20:05:05.318741,High,2,10,1,v1.0
03fc5194-92c5-455a-b8a7-9606643a72ee,user341@example.com,Subject 690,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",04/11/2026,Medium,2,100,SPAM,v1.0
52d5bb54-65ba-4e91-b1d5-f86907adc796,user953@example.com,Subject 691,¡Urgente! Necesitamos su respuesta inmediata.,02/17/2026,High,1,0,SPAM,v1.0
8fddc4c6-81b7-489d-b550-385d6d91c9a5,user533@example.com,Subject 692,Meeting at 5pm? Let me know.,29-11-2025,N/A,1,0,1,v1.0
e8e72f9d-18e9-4a5a-b854-1c2253c08a41,user369@example.com,Subject 693,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",05/17/2025,Urgent!,None,10,s_p_a_m,v1.0
c52a152d-eb0d-4fb7-a132-6f70dc7eee7e,user301@example.com,Subject 694,Meeting at 5pm? Let me know.,2025-05-21T20:05:05.318767,Medium,None,5,Legit,v1.0
66095b6a-6dc7-4ceb-8b67-2579b41a808f,user873@example.com,Subject 695,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",10/25/2025,null,1,100,Ham,v1.0
a0c48521-45e9-4429-a543-e085ab1615db,user170@example.com,Subject 696,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",29-03-2026,Urgent!,0,5,0,v1.0
3e3ab3cb-e166-4e72-9b9b-06167a00851a,user185@example.com,Subject 697,Your account has been suspended. Please login to verify.,1747875905,null,None,5,SPAM,v1.0
4fc901d1-0691-44b0-9fd9-70630a42f3ce,user138@example.com,Subject 698,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,1751850305,N/A,2,5,ham,v1.0
75954c70-7f4c-47c1-ae18-b2e051d756f3,user66@example.com,Subject 699,Your account has been suspended. Please login to verify.,2026-02-21T20:05:05.318790,Medium,2,0,SPAM,v1.0
bcec9ecb-c662-46c9-8950-cf3e0c16b217,user395@example.com,Subject 700,"<div>Meeting at 5pm? Let me know.</div><br><p>Best regards,</p>",10/14/2025,null,-1,100,Ham,v1.0
18ed4fa3-adfc-4a86-b223-4161df45e482,user645@example.com,Subject 701,How have you been? It has been a long time.,01/20/2026,N/A,1,0,1,v1.0
747a0fc0-836b-4138-8a66-09a4f276b8f6,user176@example.com,Subject 702,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,22-02-2026,High,None,100,0,v1.0
6de5cf51-3708-4009-8b70-d6f17672038c,user597@example.com,Subject 703,"<div>Attached is the invoice for last month.</div><br><p>Best regards,</p>",2025-09-02T20:05:05.318812,Low,2,10,0,v1.0
6dba108e-97ba-404f-b834-e2e8b62b89e0,user422@example.com,Subject 704,Attached is the invoice for last month.,1755651905,Medium,-1,0,1,v1.0
c76085da-7283-4c37-993c-e4f9f272f564,user283@example.com,Subject 705,¡Urgente! Necesitamos su respuesta inmediata.,1757207105,High,-1,5,1,v1.0
957f61dd-7b3f-4bab-a27e-6dd57ad04af8,user909@example.com,Subject 706,"<div>Bonjour, voici les documents demandés.</div><br><p>Best regards,</p>",04/22/2026,Medium,null,1,1,v1.0
241eda01-8e12-4846-8216-a5f68489df95,user61@example.com,Subject 707,"<div>Free money!!! Just click <b>&nbsp;this link&nbsp;</b></div><br><p>Best regards,</p>",2025-06-24T20:05:05.318831,N/A,-1,10,spam,v1.0
4394da35-9c50-4433-ac9a-441ce6ab637b,user796@example.com,Subject 708,"Hello, we are interested in your profile.",03-08-2025,High,None,1,SPAM,v1.0
2107a21b-364a-44d8-95ec-6e848904a52d,user517@example.com,Subject 709,Attached is the invoice for last month.,01/09/2026,High,-1,1,s_p_a_m,v1.0
65997207-d0cd-4443-b814-0ec0ab291c5d,user918@example.com,Subject 710,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,03/03/2026,null,1,100,ham,v1.0
c0899379-6c36-44c8-9d81-bb326d6845b8,user170@example.com,Subject 711,Meeting at 5pm? Let me know.,2025-11-05T20:05:05.318850,null,null,100,Ham,v1.0
de03852a-b893-4cc9-8a29-c3b06ca65209,user551@example.com,Subject 712,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",1775351105,N/A,null,10,s_p_a_m,v1.0
84129bbd-15c5-422e-ac74-81b608d28610,user562@example.com,Subject 713,Meeting at 5pm? Let me know.,1750035905,High,-1,10,spam,v1.0
a5804a17-67c9-4665-adfd-977899df6b02,user597@example.com,Subject 714,"<div>Hello, we are interested in your profile.</div><br><p>Best regards,</p>",2026-01-07T20:05:05.318863,Urgent!,1,100,s_p_a_m,v1.0
60fadd66-3b51-4b15-852c-0bec05b6595c,user466@example.com,Subject 715,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",31-01-2026,N/A,None,1,SPAM,v1.0
bc119a7c-809c-4dfc-aa4d-91651435a3df,user429@example.com,Subject 716,"Cheap meds, no prescription needed!!!",06/17/2025,Low,null,1,spam,v1.0
d68111a4-cdad-4b9c-8b1f-e2e420fc3dbb,user433@example.com,Subject 717,Your account has been suspended. Please login to verify.,12/11/2025,Urgent!,-1,1,ham,v1.0
1efce435-93eb-4236-ab05-e88ff7cae5ba,user982@example.com,Subject 718,Attached is the invoice for last month.,30-07-2025,N/A,-1,10,0,v1.0
1dda4297-92b1-4ed6-a0de-c8684aae9bb9,user178@example.com,Subject 719,"<div>WINNER! Claim your prize now at <a href='http://malware.com'>here</a></div><br><p>Best regards,</p>",06/29/2025,null,None,5,s_p_a_m,v1.0
fcfd451d-ed6f-47ed-8e7a-f6bf7e716122,user481@example.com,Subject 720,"Bonjour, voici les documents demandés.",13-01-2026,High,null,100,0,v1.0
57645096-6fc3-42b5-a015-6e7165da4966,user86@example.com,Subject 721,Attached is the invoice for last month.,25-11-2025,N/A,1,5,Ham,v1.0
a2cdf7d6-eec6-4c96-9d6d-7a7747e33b18,user461@example.com,Subject 722,"Cheap meds, no prescription needed!!!",12/15/2025,Urgent!,null,1,Ham,v1.0
d3caf9fa-745f-4d48-839f-4ca8a277e918,user199@example.com,Subject 723,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2025-08-02T20:05:05.318910,High,null,5,1,v1.0
add28b36-c887-42d3-8e54-fe2dd5c5c360,user138@example.com,Subject 724,"<div>WINNER! Claim your prize now at <a href='http://malware.com'>here</a></div><br><p>Best regards,</p>",08-08-2025,Urgent!,1,5,s_p_a_m,v1.0
e7a32fa5-c05c-4dd2-ba96-c3372a2e7bc2,user686@example.com,Subject 725,"<div>Attached is the invoice for last month.</div><br><p>Best regards,</p>",2025-05-14T20:05:05.318920,Urgent!,2,0,Ham,v1.0
23ad1187-20a9-49f4-b1cd-eaf2b366ef01,user826@example.com,Subject 726,Meeting at 5pm? Let me know.,03/01/2026,Low,1,100,Ham,v1.0
749b43c3-c2ae-43db-8ad9-75ba5459f102,user681@example.com,Subject 727,"<div>Attached is the invoice for last month.</div><br><p>Best regards,</p>",04/19/2026,null,-1,5,1,v1.0
6c66efd4-e511-4391-8212-7351157659d1,user866@example.com,Subject 728,"<div>Free money!!! Just click <b>&nbsp;this link&nbsp;</b></div><br><p>Best regards,</p>",12/11/2025,Medium,None,100,1,v1.0
61662135-dd9c-4350-a8bb-4c2f180789c1,user490@example.com,Subject 729,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2025-07-16T20:05:05.318942,High,None,1,1,v1.0
b377dc71-00cd-4477-8196-27138d73d9ed,user36@example.com,Subject 730,"Bonjour, voici les documents demandés.",1761095105,null,1,5,0,v1.0
a5f07cf0-62b1-4f71-b44f-aa8899538bb2,user652@example.com,Subject 731,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2025-09-18T20:05:05.318951,Low,-1,5,SPAM,v1.0
70367449-9673-4bff-aacb-b800e155ff0d,user512@example.com,Subject 732,¡Urgente! Necesitamos su respuesta inmediata.,31-03-2026,Low,-1,1,spam,v1.0
650748b6-1ce6-48fa-974f-ac70bcfa6d88,user138@example.com,Subject 733,Meeting at 5pm? Let me know.,10/13/2025,Low,0,1,Ham,v1.0
66c3518a-3d07-4b66-a721-1cb765820edf,user555@example.com,Subject 734,"Bonjour, voici les documents demandés.",01/10/2026,High,None,0,1,v1.0
a12efde3-bc6e-498f-a749-3c16ad1eec0d,user583@example.com,Subject 735,"Hello, we are interested in your profile.",2026-03-13T20:05:05.318973,Urgent!,2,5,SPAM,v1.0
f05709ec-d83f-4e64-a741-a99ec7213c11,user216@example.com,Subject 736,"<div>WINNER! Claim your prize now at <a href='http://malware.com'>here</a></div><br><p>Best regards,</p>",1777165505,N/A,1,100,ham,v1.0
153642cb-bb78-412f-8ecb-d866be5ad45b,user210@example.com,Subject 737,¡Urgente! Necesitamos su respuesta inmediata.,2026-03-31T20:05:05.318982,Urgent!,None,0,s_p_a_m,v1.0
2cfe3b29-3a4d-4351-b538-c807bb6f7a41,user254@example.com,Subject 738,"<div>WINNER! Claim your prize now at <a href='http://malware.com'>here</a></div><br><p>Best regards,</p>",2026-03-28T20:05:05.318986,N/A,null,100,Legit,v1.0
44b44f1b-1591-440b-9221-f26daef43c3a,user244@example.com,Subject 739,"<div>Free money!!! Just click <b>&nbsp;this link&nbsp;</b></div><br><p>Best regards,</p>",1777597505,N/A,2,100,Ham,v1.0
98b55c5b-0893-433c-a616-83ed9017e649,user902@example.com,Subject 740,"<div>Attached is the invoice for last month.</div><br><p>Best regards,</p>",1771725905,High,None,10,spam,v1.0
e6d85aa0-866d-42a2-9a4c-45ce07eb1d40,user54@example.com,Subject 741,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2026-01-20T20:05:05.319000,Urgent!,-1,5,s_p_a_m,v1.0
2af7582d-e2fd-4b78-b61e-9cd54eed845e,user809@example.com,Subject 742,"Cheap meds, no prescription needed!!!",01-01-2026,null,2,5,ham,v1.0
ea0623a4-2ef4-4192-bcd3-5543e2c309f2,user687@example.com,Subject 743,"<div>Bonjour, voici les documents demandés.</div><br><p>Best regards,</p>",20-07-2025,N/A,1,5,0,v1.0
99e86da7-cb03-4642-99bb-68b61223a763,user98@example.com,Subject 744,"<div>How have you been? It has been a long time.</div><br><p>Best regards,</p>",1770602705,Low,None,5,1,v1.0
cbcf7df0-9c97-4d04-9400-9bfedce92cb3,user573@example.com,Subject 745,"<div>Attached is the invoice for last month.</div><br><p>Best regards,</p>",1766887505,Low,None,10,0,v1.0
ee596b7b-c8c2-4166-bbf3-ca0467e2ab7c,user4@example.com,Subject 746,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,11/09/2025,Low,null,0,SPAM,v1.0
ce28907e-ded2-43ea-ada8-4c8ef272c617,user814@example.com,Subject 747,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,07/15/2025,High,1,5,spam,v1.0
72b206dd-5f7e-4606-af15-45c015e26ab5,user115@example.com,Subject 748,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,1760403905,N/A,2,0,0,v1.0
b82788f8-4a88-4b69-9d31-28981b11ecfe,user847@example.com,Subject 749,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2026-01-19T20:05:05.319039,Urgent!,None,10,Ham,v1.0
40ded0ca-738e-4183-bcd6-4a161542ddc1,user183@example.com,Subject 750,"<div>Attached is the invoice for last month.</div><br><p>Best regards,</p>",01/14/2026,Urgent!,1,100,ham,v1.0
77c5d3b3-3de2-479c-86ae-69cf2a2d4820,user583@example.com,Subject 751,"Bonjour, voici les documents demandés.",04/12/2026,Low,null,100,spam,v1.0
b48dcf65-f7c9-4dca-ad2b-84fe1d7244f2,user773@example.com,Subject 752,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,07/03/2025,Medium,1,10,1,v1.0
7cd17db1-66c9-4295-88e1-99554a85b2bb,user368@example.com,Subject 753,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,1755911105,High,None,5,Legit,v1.0
1efbbaeb-1b91-4abc-b73e-004b16c59831,user682@example.com,Subject 754,"Cheap meds, no prescription needed!!!",2025-08-21T20:05:05.319064,N/A,null,0,spam,v1.0
30dadb21-301a-45a2-9eb8-c1267ff7d03e,user250@example.com,Subject 755,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2025-09-20T20:05:05.319068,Medium,null,5,Ham,v1.0
3998927b-4029-4c93-ad18-f17da09fc0ab,user918@example.com,Subject 756,"<div>Attached is the invoice for last month.</div><br><p>Best regards,</p>",2025-08-21T20:05:05.319073,High,-1,1,Ham,v1.0
ed9aa28f-2dab-4906-beda-5ce98ee34c82,user759@example.com,Subject 757,"<div>WINNER! Claim your prize now at <a href='http://malware.com'>here</a></div><br><p>Best regards,</p>",1752368705,High,-1,0,Legit,v1.0
708cba85-66a3-4dac-b55e-6ac1c1ec18f4,user912@example.com,Subject 758,Attached is the invoice for last month.,1751677505,null,null,5,0,v1.0
a87f36b1-9a90-4b9f-83c7-a7d7051b59e7,user246@example.com,Subject 759,Attached is the invoice for last month.,2025-10-28T20:05:05.319086,Medium,2,100,Legit,v1.0
258c8ddd-b3e4-4d09-92e6-202e28313ebe,user721@example.com,Subject 760,"<div>Attached is the invoice for last month.</div><br><p>Best regards,</p>",04-02-2026,Medium,null,1,s_p_a_m,v1.0
9bfbfce5-2810-423b-8e64-96777ab496e0,user425@example.com,Subject 761,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2025-10-18T20:05:05.319096,Low,-1,10,Legit,v1.0
c8b185e9-d49b-4ff9-8453-319a59b0a8be,user27@example.com,Subject 762,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,1749603905,null,0,1,ham,v1.0
96ff49e1-cb9c-488b-bd93-f313f1f5498c,user492@example.com,Subject 763,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,20-03-2026,Medium,0,10,ham,v1.0
ed7727c8-fc87-46b1-abb7-5ba7c3e09336,user379@example.com,Subject 764,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2025-07-07T20:05:05.319109,Medium,2,0,SPAM,v1.0
07ec58a4-3441-460a-8f7b-350532647d9c,user369@example.com,Subject 765,"<div>Hello, we are interested in your profile.</div><br><p>Best regards,</p>",2025-11-21T20:05:05.319114,Urgent!,None,100,ham,v1.0
2ec6a618-3ab5-47b8-90c9-91a65954a7ed,user803@example.com,Subject 766,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,2025-09-08T20:05:05.319119,N/A,2,1,s_p_a_m,v1.0
efb6530f-7951-48bb-947a-5b26c4c43b7d,user940@example.com,Subject 767,"<div>WINNER! Claim your prize now at <a href='http://malware.com'>here</a></div><br><p>Best regards,</p>",05/10/2025,Low,1,0,spam,v1.0
6a474cd8-0859-4f8c-ae30-87611d5ab6a2,user40@example.com,Subject 768,"Hello, we are interested in your profile.",2025-08-15T20:05:05.319129,N/A,null,0,s_p_a_m,v1.0
66f86281-3826-4dd4-8dc0-866c74c6b796,user553@example.com,Subject 769,"<div>Hello, we are interested in your profile.</div><br><p>Best regards,</p>",2026-03-26T20:05:05.319171,High,2,1,SPAM,v1.0
bca9db32-2da1-4267-bc3a-4525ec4f5079,user700@example.com,Subject 770,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,05/23/2025,null,None,0,spam,v1.0
fd7c21c0-0050-42c3-ad9f-58a2ec5fb0aa,user814@example.com,Subject 771,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,12/15/2025,null,1,5,Legit,v1.0
218a22a6-cd9d-4010-8d55-6b63005ce233,user188@example.com,Subject 772,"Hello, we are interested in your profile.",2025-07-18T20:05:05.319217,Urgent!,None,5,Legit,v1.0
9f7dbfe2-98b1-443c-8b93-dd885d45520f,user210@example.com,Subject 773,"Cheap meds, no prescription needed!!!",05/19/2025,Low,2,0,0,v1.0
03486b47-1359-4b5a-9faa-d4314450c61c,user211@example.com,Subject 774,"<div>Your account has been suspended. Please login to verify.</div><br><p>Best regards,</p>",1771293905,null,null,1,s_p_a_m,v1.0
ee04e451-50b3-47cd-a9fa-5c4a2d96ad82,user340@example.com,Subject 775,Your account has been suspended. Please login to verify.,01-12-2025,null,None,0,ham,v1.0
aece7658-ce14-404c-9cb6-279f58c842c6,user352@example.com,Subject 776,Meeting at 5pm? Let me know.,15-08-2025,High,-1,5,Ham,v1.0
f29ab924-333e-4648-b007-0903a707bb55,user455@example.com,Subject 777,"<div>Meeting at 5pm? Let me know.</div><br><p>Best regards,</p>",08/15/2025,High,null,1,1,v1.0
7c0cf8b8-1a4b-4f5b-b5f7-e1919da18cf2,user653@example.com,Subject 778,"<div>Bonjour, voici les documents demandés.</div><br><p>Best regards,</p>",1747271105,Urgent!,0,10,Ham,v1.0
dac52f63-7046-4c25-86cb-9b6b1151a3f2,user758@example.com,Subject 779,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",1769911505,High,None,10,s_p_a_m,v1.0
21665da1-bc9a-4bf1-8ac3-e528793e2b48,user305@example.com,Subject 780,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",19-02-2026,null,null,100,spam,v1.0
bf117b3c-06dd-4084-9d67-e45c108f937b,user85@example.com,Subject 781,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,2025-05-24T20:05:05.319355,Medium,1,0,1,v1.0
6e129d06-3743-40be-a460-bab5160483c1,user535@example.com,Subject 782,Attached is the invoice for last month.,03/19/2026,Low,null,10,spam,v1.0
3f7ab78d-bc89-41c4-b0fb-e1f7a4604c62,user656@example.com,Subject 783,How have you been? It has been a long time.,12/12/2025,Low,null,1,s_p_a_m,v1.0
bb9ad053-01b6-405d-8db1-87abe1149851,user27@example.com,Subject 784,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",11/22/2025,Medium,2,10,SPAM,v1.0
3dc4eda5-19e3-4aa1-854f-107eb6137052,user705@example.com,Subject 785,Meeting at 5pm? Let me know.,2025-06-08T20:05:05.319384,N/A,None,5,Legit,v1.0
f6af536b-7853-4241-9a6b-f2b89a68e404,user54@example.com,Subject 786,Meeting at 5pm? Let me know.,01-06-2025,N/A,-1,0,s_p_a_m,v1.0
2fd61f05-7b35-453b-879e-dcf4e15ae4e3,user864@example.com,Subject 787,"Cheap meds, no prescription needed!!!",19-06-2025,Urgent!,-1,5,Legit,v1.0
580fa87f-58f0-4493-86d1-33339cce356a,user105@example.com,Subject 788,"<div>Bonjour, voici les documents demandés.</div><br><p>Best regards,</p>",2026-01-16T20:05:05.319400,N/A,2,5,1,v1.0
50720957-a93d-4eea-81bf-dc86089ec896,user856@example.com,Subject 789,How have you been? It has been a long time.,1756515905,N/A,-1,0,Ham,v1.0
fbbd0894-aa00-49f8-8d88-311a1e1a8716,user287@example.com,Subject 790,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,03-09-2025,Medium,null,0,s_p_a_m,v1.0
10e67679-c016-4a70-8756-19259c406411,user793@example.com,Subject 791,"Bonjour, voici les documents demandés.",03/18/2026,High,None,0,Ham,v1.0
df3efcaf-370f-40f7-9cd3-32f171ffb8c3,user333@example.com,Subject 792,"<div>Bonjour, voici les documents demandés.</div><br><p>Best regards,</p>",28-12-2025,N/A,None,1,s_p_a_m,v1.0
c4cae330-f9de-4cfe-b520-70db1632c0c8,user748@example.com,Subject 793,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,1767751505,N/A,1,100,Ham,v1.0
9d7ef41a-774a-4b76-ae58-5ce875cc8153,user301@example.com,Subject 794,"Bonjour, voici les documents demandés.",08/11/2025,null,2,100,ham,v1.0
3d0be9f7-2b89-48e9-b92a-9b0b889110f1,user567@example.com,Subject 795,"<div>Meeting at 5pm? Let me know.</div><br><p>Best regards,</p>",07/09/2025,Medium,null,5,0,v1.0
6e513603-9b4d-4512-883e-5d4f3f8bc18e,user998@example.com,Subject 796,"Hello, we are interested in your profile.",04/07/2026,Low,0,5,SPAM,v1.0
e5417589-2ab0-47b8-8296-0bbc3bf39e95,user282@example.com,Subject 797,How have you been? It has been a long time.,1760576705,Urgent!,null,100,1,v1.0
1b3b0ef2-2528-4398-b392-807c1be3dbce,user642@example.com,Subject 798,Your account has been suspended. Please login to verify.,2025-08-16T20:05:05.319449,Urgent!,0,10,ham,v1.0
839e4d05-b9d5-4b04-b1f7-6aae8c528f43,user122@example.com,Subject 799,"<div>Meeting at 5pm? Let me know.</div><br><p>Best regards,</p>",2025-12-29T20:05:05.319454,Urgent!,null,5,s_p_a_m,v1.0
987fa079-cef5-40eb-9c6f-83dddb7be769,user351@example.com,Subject 800,"Hello, we are interested in your profile.",2026-01-15T20:05:05.319459,Urgent!,None,0,Ham,v1.0
c16a2de1-e28c-483c-9201-17cb2504a312,user454@example.com,Subject 801,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,08/26/2025,N/A,-1,1,0,v1.0
fb958629-133f-42ae-9275-bf7f4ee437e2,user258@example.com,Subject 802,Your account has been suspended. Please login to verify.,1756170305,N/A,2,5,s_p_a_m,v1.0
544dc68c-3453-497e-bc3a-2dcf07085bed,user737@example.com,Subject 803,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,1768529105,High,None,0,Ham,v1.0
bca258c8-577c-47ad-9d1a-616ea3099dd8,user429@example.com,Subject 804,"<div>Your account has been suspended. Please login to verify.</div><br><p>Best regards,</p>",30-08-2025,N/A,null,1,Ham,v1.0
aaf13990-63ba-4409-89d1-aa4fa65a1f8a,user623@example.com,Subject 805,Meeting at 5pm? Let me know.,2025-12-14T20:05:05.319483,Medium,None,100,s_p_a_m,v1.0
fc33126e-0a15-42df-8f4a-25306acb2955,user971@example.com,Subject 806,"Hello, we are interested in your profile.",12/22/2025,Medium,1,1,Legit,v1.0
8cbd7f54-e616-4948-853e-724927d87ba9,user520@example.com,Subject 807,WINNER! Claim your prize now at <a href='http://malware.com'>here</a>,1772589905,High,1,1,SPAM,v1.0
bedd12fd-3230-4db4-8eae-41bdfb795330,user351@example.com,Subject 808,"Bonjour, voici les documents demandés.",24-07-2025,Urgent!,1,10,Legit,v1.0
d9c58665-e0b5-4aa2-ab37-1b7d274c3758,user12@example.com,Subject 809,How have you been? It has been a long time.,1767319505,High,2,1,1,v1.0
353fabd3-3c8c-475d-afaf-f946e0909e9b,user308@example.com,Subject 810,"<div>Cheap meds, no prescription needed!!!</div><br><p>Best regards,</p>",1750381505,null,0,5,spam,v1.0
ca538cb1-fe4b-46a0-944c-cd391ac68e7a,user405@example.com,Subject 811,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",25-05-2025,N/A,null,10,Legit,v1.0
a5be565e-1cb3-4f00-9534-04aeb254eccc,user223@example.com,Subject 812,"<div>Your account has been suspended. Please login to verify.</div><br><p>Best regards,</p>",1757379905,Medium,2,100,s_p_a_m,v1.0
85a56874-8c62-45a1-885d-04e792f079fc,user210@example.com,Subject 813,"Cheap meds, no prescription needed!!!",1771725905,High,None,10,ham,v1.0
4ec4b0fe-781e-440c-b9ca-d5d6d318db85,user926@example.com,Subject 814,Your account has been suspended. Please login to verify.,1777079105,N/A,0,0,SPAM,v1.0
c3f2288e-6ee6-49f6-8d06-e232492e2507,user879@example.com,Subject 815,¡Urgente! Necesitamos su respuesta inmediata.,01-10-2025,Urgent!,1,10,Legit,v1.0
b3ccf4cb-3890-4f65-804b-84f78eb417f6,user202@example.com,Subject 816,"<div>¡Urgente! Necesitamos su respuesta inmediata.</div><br><p>Best regards,</p>",1766973905,High,2,10,Ham,v1.0
e498a6f8-4f4a-46ef-ad03-a1ec3c740ea8,user660@example.com,Subject 817,"Cheap meds, no prescription needed!!!",1746234305,Urgent!,-1,100,s_p_a_m,v1.0
9cfba331-e128-402a-99d2-d80f17806102,user992@example.com,Subject 818,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,04/04/2026,Urgent!,-1,1,s_p_a_m,v1.0
2db80636-5e11-467d-866d-99e3fa0a28e1,user393@example.com,Subject 819,How have you been? It has been a long time.,07/26/2025,Low,-1,100,s_p_a_m,v1.0
cdcd72ad-a87c-44af-893b-c8994faf8cee,user944@example.com,Subject 820,"Hello, we are interested in your profile.",09/18/2025,Medium,2,100,s_p_a_m,v1.0
fce3e998-6a4d-40f4-bc3b-4861204f4c32,user396@example.com,Subject 821,Attached is the invoice for last month.,2025-07-15T20:05:05.319562,Urgent!,2,1,0,v1.0
a722e2d5-cb4f-4856-b31e-84ed2d56d682,user352@example.com,Subject 822,Meeting at 5pm? Let me know.,1753232705,Urgent!,0,10,Ham,v1.0
908d855f-093d-420c-bbca-58049c9a2633,user149@example.com,Subject 823,Your account has been suspended. Please login to verify.,2025-08-08T20:05:05.319571,null,1,0,spam,v1.0
dc96e985-e5d7-46e0-bfc0-c372a68e2446,user444@example.com,Subject 824,Meeting at 5pm? Let me know.,1757898305,High,None,0,0,v1.0
4380acb7-09c0-4cc1-bfcc-6b34a192ad94,user947@example.com,Subject 825,"Cheap meds, no prescription needed!!!",2025-10-24T20:05:05.319580,Urgent!,2,100,1,v1.0
f232f610-a93d-4a20-9d66-56cae222d22a,user988@example.com,Subject 826,"Hello, we are interested in your profile.",11/26/2025,Urgent!,0,0,Legit,v1.0
161f8758-f011-4807-bd1b-55cbaafd6045,user732@example.com,Subject 827,Meeting at 5pm? Let me know.,2025-07-18T20:05:05.319589,N/A,1,10,Legit,v1.0
1da47986-92ab-4a44-8af2-4c8df012b8a3,user968@example.com,Subject 828,Attached is the invoice for last month.,2026-02-18T20:05:05.319594,Low,2,5,ham,v1.0
f3089f9d-43d1-44dd-9a26-de3f1a59f187,user967@example.com,Subject 829,"Hello, we are interested in your profile.",24-02-2026,Medium,0,5,Legit,v1.0
04fe491e-7c27-4d33-90a7-65f8eef8245a,user81@example.com,Subject 830,Attached is the invoice for last month.,1758589505,N/A,2,0,SPAM,v1.0
5237db01-55e4-4912-84fe-9dc837540b5d,user627@example.com,Subject 831,Free money!!! Just click <b>&nbsp;this link&nbsp;</b>,06-02-2026,Low,None,5,ham,v1.0
